크레딧명,인명,배역,기타,인명DB연계정보,KMDb 영화정보관리번호
기타스탭,엄미라,투자관리 진행,롯데엔터테인먼트,172340,K17515
각본,문원영,,,,K28477
각본,구소연,,,,K28477
각색,정수윤,,,,K28477
감독,박단희,,,207240,K28477
출연,이동주,김신우,,,K28477
출연,김예림,오하린,,220481,K28477
출연,홍석,지서준,,,K28477
출연,이상준,차은성,,,K28477
출연,김결유,도수진,,,K28477
출연,주현,김의영,,,K28477
출연,김이서,지혜민,,,K28477
감독,소재웅,,,,K27441
감독,김시우,,,217601,K28650
감독,김휘근,,,202807,K22934
감독,김휘근,,,202807,A09913
조명,강민형,,,,K29082
사운드(음향),믹스캠프,,,,K29082
미술,박상화,,,,K18512
편집,전효정,,,174147,K18512
감독,이정훈,,,,K23099
출연,원태희,태원,,,K14700
출연,최영순,명리학자,,,K14700
촬영,서민수,,,,K14700
출연,김욱,행인 1,,,K14700
동시녹음,한영은,,,148837,K14700
출연,이민준,행인 2,,,K14700
조감독,김민,조연출,,170446,K14700
촬영,김형진,,,,K14700
편집,백성원,,,,K14700
동시녹음,채지혜,,,,K14700
동시녹음,배현수,,,,K14700
동시녹음,정연,,,,K14700
사운드(음향),채지혜,음향,,201275,K14700
동시녹음,최정한,,,211198,K27410
출연,진현광,변호사,,214600,K23520
출연,이태리,검사,,17404,K23520
출연,김준한,김시중,,202842,K23520
감독,박미경,,,,K23509
출연,김수아,이은주,,,K23520
출연,최원,정혁진,,199542,K23520
출연,마정필,이택근,,51353,K23520
출연,김경아,구민수,,,K23520
출연,이승희,살인범1,,,K23520
출연,양준석,살인범2,,212146,K23520
출연,김진형,살인범3,,210923,K23520
출연,이영수,정태수,,,K23520
출연,김동환,친구변호사,,210816,K23520
출연,김문규,선배의사,,,K23520
출연,김학경,교회목사,,,K23520
출연,이찬호,남자신도,,,K23520
출연,황금실,여자신도1,,,K23520
출연,김샤론,여자신도2,,,K23520
출연,정수지,변호사비서,,,K23520
출연,박상기,재판장,,,K23520
출연,류제우,판사1,,,K23520
출연,김영수,판사2,,,K23520
출연,김성일,법원서기,,,K23520
스크립터,서이우,,,,K22831
프로듀서,김은지,,,,K23520
촬영,최봉규,,,,K23520
연출부,오수빈,,,,K23520
연출부,조영현,,,,K23520
연출부,김승혁,,,,K23520
촬영팀,호정필,,,,K23520
촬영팀,조성익,,,,K23520
촬영팀,최진석,,,,K23520
조명팀,김진범,,,,K23520
조명팀,성지혜,,,204195,K23520
스크립터,이슬기,,,,K23520
분장,김선임,,,222113,K23520
분장,김시원,,,,K23520
출연,허석,법정경위,,,K23520
출연,박지은,속기사,,,K23520
출연,정동근,교도관1,,,K23520
출연,이동규,교도관2,,,K23520
출연,문대성,국선변호인,,133428,K23520
출연,김민승,전사건변호인,,,K23520
출연,김윤환,와인샵사장,,,K23520
출연,천재명,바텐더,,,K23520
출연,조윤상,레스토랑쉐프,,222162,K23520
출연,김병현,손님1,,,K23520
출연,백민희,손님2,,,K23520
촬영,변지수,,,166240,K28923
편집,김정훈,,,83257,K28923
음악,이은주,,,83085,K28923
의상,이윤정,,,46107,K28923
조명,성근환,,,217967,K29112
음악,나유안,,,,K30561
기타스탭,채지혜,영어자막,,201275,K20471
연출부,이충연,,,,K28340
연출부,장재선,,,,K28340
감독,이호경,,,224201,A08878
기타스탭,정희윤,영어자막,,,K20471
감독,조준형,,,,K29717
제작부,유성재,,,,K29756
촬영팀,김수빈,,,214051,K20826
촬영팀,박지선,,,220531,K20826
촬영팀,박택권,데이터매니저,,,K20826
미술팀,이진형,,,169448,K20826
미술팀,정형욱,,,,K20826
출연,유명진,영도,,,K27191
출연,이성민,현성/준혁,,,K27191
출연,이나경,선영,,,K27191
출연,권도헌,동명,,,K27191
출연,신수빈,현성 여자친구,,,K27191
감독,김선주,,,,A11114
감독,정슬아,,,,A11114
제작자,이태헌,,,35515,A10520
제작자,나경찬,,,165646,A10520
제작자,백승창,,,165510,A10520
제작자,한길로,공동제작,,45651,A10520
촬영,이정준,,,207044,A10520
음악,김동기,,JAM,33244,A10520
촬영팀,홍성운,대만촬영,,169952,A10520
촬영팀,이정준,수중촬영,,207044,A10520
촬영팀,허천범,수중촬영 보조,,,A10520
촬영팀,서동균,수중촬영 보조,,,A10520
촬영팀,이주연,수중촬영 보조,,174527,A10520
시각효과팀,Xnergy,VFX,,,A10520
시각효과팀,서상화,Senior VFX Supervisor,,1455,A10520
시각효과팀,서상훈,VFX Supervisor,,165084,A10520
시각효과팀,이기석,VFX Producer,,222381,A10520
감독,김동연,,,,K29761
촬영,김동연,,,,K29761
편집,김동연,,,,K29761
프로듀서,장은서,,,,K29761
동시녹음,이수환,,,,K29761
조감독,최장원,,,,K27191
3D,김현근,3D Supervisor/3D Lead,스튜디오 포라,,K24424
3D,Vahid,3D Artist,스튜디오 포라,,K24424
기획,김일란,,,50437,A08749
감독,레이젤,,,,A11514
제작부,서효리,제작회계,,219036,K22373
감독,한지민,,,,K29958
감독,방성빈,,,,K29958
감독,정성엽,,,,K29958
감독,정정민,,,,K29958
감독,유명상,,,221650,K29950
스틸,이경옥,현장사진,,,K24424
음악,기수연,,,,A08749
사운드(음향),최지영,믹싱,,202728,A08749
사운드(음향),표용수,믹싱,,19139,A08749
시각효과,박소현,,,44026,A08749
연출부,강유가람,,,157969,A08749
감독,최건우,,,,K29918
제작부,최다은,제작부장,,219038,K22373
연출부,박소현,조연출,,44026,A08749
예고편,채유라,,NEXTVIEW,153672,K24424
예고편,이미경,,NEXTVIEW,168717,K24424
예고편,김혜강,,NEXTVIEW,221651,K24424
기획,배종화,,,,K21823
기획,홍수동,,,47045,K21823
기획,조창호,,,41820,K21823
기획,이헌석,,,179704,K21823
기획,백종하,,,,K21823
감독,신재경,,,,K29957
출연,신효림,이탈 학생,,,K31071
출연,노규환,교현,,,K31074
출연,최성웅,영수,,,K31074
출연,이승규,무시당한 학생,,,K31074
감독,한조이,,,,K31045
스크립터,나하연,,,,K31076
음악,초청,,,,A08253
출연,어성욱,,,165880,K29360
출연,지소흔,,,,K29360
감독,박성원,,,,K29379
출연,박성원,,,,K29379
출연,구나형,,,,K29379
출연,김준선,,,,K29379
각본,박성원,,,,K29379
각본,김준선,,,,K29379
촬영,이은수,,,,K29379
편집,박성원,,,,K29379
편집,이은수,,,,K29379
편집,김준선,,,,K29379
각본,윤혜렴,,,146636,K29381
제작자,유승우,,,,K29381
촬영,배영수,,,48040,K29381
동시녹음,배수찬,,,164951,K29381
음악,이주현,,,,K29381
마케팅/홍보팀,JA夢,광고디자인,,,A08253
감독,이초우,,,221151,K29380
출연,유소진,,,,K29381
출연,김서휘,,,,K29381
출연,현소라,,,,K29381
출연,홍인아,,,207309,K29381
출연,남성국,,,,K03383
출연,강철,,,220664,K03383
출연,지계순,,,5275,K03383
출연,석명순,,,,K03383
제작자,서종호,,,5295,K03383
기획,김승,,,5877,K03383
촬영,정필시,,,1845,K03383
조명,손한수,,,6136,K03383
편집,이경자,,,1725,K03383
음악,길옥윤,,,5319,K03383
음악,혜은이,주제가,,6871,K03383
조명팀,조백진,,,,K23951
조명팀,김다은,,,,K23951
기타스탭,강래진,타이틀 디자인,,,K22935
조명팀,김진현,,,,K23951
조명팀,유용환,,,,K23951
제작자,고구마,,,,K20435
기획,이천호,,,,K20435
각본,설효진,,,,K20435
원작,임완기,,,,K20435
원작,이귀운,,,,K20435
기타스탭,황규안,검수,,,K20435
기타스탭,경대현,검수,,,K20435
프로듀서,김진,,,,K20435
촬영,김승우,,,204274,K20435
조명,김형진,,,,K20435
스크립터,이채린,,,,K20435
예고편,김진성,,,,K20435
의상,최병욱,,,,K20435
소품,최병욱,,,,K20435
기타스탭,이성연,섭외,,222114,K20435
분장,김선임,,,222113,K20435
편집,김웅남,,,,K20435
편집,박형민,,,,K20435
기타스탭,정승민,타이틀,,206441,K20435
기타스탭,강인형,일러스트,,,K20435
스틸,김기환,사진,,,K20435
음악,김민경,,,132289,K20435
음악,오리알,,,,K20435
특수효과,김대연,,,,K20435
색보정,이경건,,,,K20435
시각효과,정승민,모션그래픽,,206441,K20435
연출부,이성연,,,222114,K20435
연출부,김형진,,,,K20435
연출부,이후창,,,,K20435
제작부,강경필,,,,K20435
제작부,김민수,,,213963,K20435
조명팀,배진경,,,,K20435
감독,상수동주민,,,,K20435
편집,장혁,,,,K30478
촬영,김정민,,,,K30478
촬영,임채민,,,,K30478
투자자,조병연,제작투자,,166794,K27683
투자자,김성룡,투자총괄,,1200,K27683
출연,김광화,,,,A09742
스크립터,최하빈,,,221964,K27683
연출부,최민우,,,222187,K27683
출연,류광엽,,,,A09742
출연,류미애,,,,A09742
출연,조영연,,,,A09742
출연,류삼숙,,,,A09742
출연,류용택,,,,A09742
출연,이교니,,,,A09742
출연,김해란,,,,A09742
출연,김경숙,,,,A09742
출연,엄주화,,,,A09742
출연,김효하,,,,A09742
출연,김송숙,,,,A09742
출연,이상태,,,,A09742
출연,김개,,,,A09742
출연,양영선,,,,A09742
출연,강현정,,,,A09742
출연,정택민,,,,A09742
출연,손미령,,,,A09742
출연,허윤혁,나레이션,,,A09742
출연,김혜연,나레이션,,,A09742
연출부,류하현,,,211454,K27683
편집,김건희,,,,K31339
출연,박은호,,,,K30709
출연,한승혁,,,,K30709
감독,김은솔,,,158678,A11680
감독,염지혜,,,222459,A11684
분장,최수연,,,219181,K22704
제작부,안석범,라인프로듀서,,,K22704
제작부,이혜경,,,,K22704
제작부,이지영,제작회계,,218835,K22704
조명팀,양성준,,,219179,K22704
조명팀,이도원,,,194564,K22704
조명팀,김준식,,,215489,K22704
음악팀,서종현,작곡,,186900,K22704
음악팀,이옥합,작곡/믹싱,,222629,K22704
음악팀,진동현,작곡/연주,Guitar,,K22704
사운드팀,배유리,ADR Mixer,Plus Gain,164409,K22704
사운드팀,박수희,Foley Mixer,Plus Gain,164408,K22704
사운드팀,김현규,Foley Artist,Plus Gain,218587,K22704
사운드팀,공태원,Re-Recording Mixer,Plus Gain,35485,K22704
촬영팀,김혜경,,,176932,K20930
색보정팀,박보경,Studio Manager,SBA 미디어콘텐츠센터,198427,K22704
색보정팀,기정구,Studio Manager,SBA 미디어콘텐츠센터,217976,K22704
색보정팀,함종민,Technical Supervisor/Colorist,SBA 미디어콘텐츠센터,211604,K22704
색보정팀,이명훈,Colorist/Digital Cinema Mastering,SBA 미디어콘텐츠센터,211605,K22704
색보정팀,전혜수,Digital I/O,SBA 미디어콘텐츠센터,217977,K22704
촬영팀,김지웅,,,,K20930
촬영팀,강주희,촬영지원,,221313,K20930
촬영팀,김선,촬영지원,,,K20930
촬영팀,최은솔,데이터매니저,,211353,K20930
출연,신명선,별거지,,,K22695
출연,골드,발연기,,,K22695
출연,이재수,엔딩남,,21918,K22695
촬영,김무유,,,45528,K22695
조명,백광용,,,48461,K22695
음악,이승주,,,,K22695
제작부,조길중,제작부장,,6847,K03383
촬영,김정민,,,,K31071
감독,정애림,,,,A11724
소품팀,고현정,소품팀,,,K28743
소품팀,장성욱,소품지원,,47901,K28743
소품팀,이예솔,소품지원,,,K28743
소품팀,권지원,소품지원,,,K28743
소품팀,이재성,특수소품팀,,218858,K28743
소품팀,박소을,특수소품팀,,221362,K28743
소품팀,서유진,특수소품팀,,221363,K28743
소품팀,이어령,특수소품팀,,219981,K28743
제작자,고희섭,,,176267,K21156
제작자,김아론,,,43759,K21156
감독,김종찬,,,148482,K21156
제작자,한성덕,,,176259,K21156
음악,장수현,,,222796,A10312
제작자,류형석,,,205254,A10312
제작자,김일권,,,35957,A10312
감독,손정민,,,83609,A11737
감독,손정민,,,83609,A11721
출연,박연호,생존자 어린 시절,,,A11736
출연,최수연,희생자,,,A11736
출연,이재민,생존자 현재,,,A11736
출연,방채은,국어 선생님,,,A11736
출연,서지후,질문하는 학생,,,A11736
출연,김성령,반 친구들,,,A11736
출연,이상은,반 친구들,,,A11736
출연,박한상,반 친구들,,,A11736
출연,성백민,반 친구들,,,A11736
출연,이정빈,반 친구들,,,A11736
출연,김현빈,반 친구들,,,A11736
출연,이민서,반 친구들,,,A11736
출연,이소영,반 친구들,,,A11736
출연,하다인,반 친구들,,,A11736
출연,박지우,반 친구들,,,A11736
출연,강보배,반 친구들,,,A11736
출연,이시윤,반 친구들,,,A11736
출연,윤지민,반 친구들,,,A11736
음악,박상일,,,,K32235
동시녹음,박상일,,,,K32235
촬영,윤준성,,,,K32235
프로듀서,강우,,,206823,K32235
감독,안지희,,,223383,K32235
편집,안지희,,,223383,K32236
감독,성민경,,,223387,K18457
촬영,김태은,,,222834,K32242
출연,장정연,,,,K32243
출연,이다은,,,,K32243
출연,방지현,,,220047,K32242
출연,김성수,,,,K32242
출연,성연호,,,212107,K32242
출연,이원희,,,202850,K32242
의상,김영래,,,221739,K32242
분장,김영래,,,221739,K32242
특수분장,김영래,,,221739,K32242
출연,배지훈,,,,K32242
출연,류길오,,,,K32242
출연,최준영,,,,K32242
출연,이준영,,,223077,K32242
마케팅(홍보),김태은,,,222834,K32235
편집,안지희,,,,K32235
출연,김준범,,,205089,K32242
기타스탭,㈜프리즘웍스,디지털 복원 및 리마스터링,,,K02001
기타스탭,정진,리마스터링 제작 총괄,,,K02001
기타스탭,서병기,영상복원 자문,,,K02001
기타스탭,오영민,영상복원 자문,,,K02001
기타스탭,정선,색보정,,,K02001
기타스탭,심경희,사운드 복원,,,K02001
기타스탭,오영민,UHD 리마스터링,,,K02001
기타스탭,이채상,자막 및 크레딧,,,K02001
기타스탭,이채린,자막 및 크레딧,,,K02001
기타스탭,박민철,필름스캔 및 음향픽업,기록문화보관소㈜,,K02001
기타스탭,박미지,필름스캔 및 음향픽업,기록문화보관소㈜,,K02001
촬영,김건희,,,,K31340
색보정,김건희,,,,K31340
제작자,이유림,,,223978,K31340
연출부,이승재,,,,K31340
기타스탭,최남식,행정지원,영화진흥위원회 한국영화아카데미(KAFA),35248,K28777
기타스탭,서재영,행정지원,영화진흥위원회 한국영화아카데미(KAFA),169697,K28777
기타스탭,조성치,행정지원,영화진흥위원회 한국영화아카데미(KAFA),222588,K28777
기타스탭,박주영,행정지원,영화진흥위원회 한국영화아카데미(KAFA),223763,K28777
기타스탭,이건창,행정지원,영화진흥위원회 한국영화아카데미(KAFA),,K28777
기타스탭,이미현,제작코디네이터,영화진흥위원회 한국영화아카데미(KAFA),,K28777
기타스탭,손빛나,제작코디네이터,영화진흥위원회 한국영화아카데미(KAFA),180828,K28777
기타스탭,이옥토,제작코디네이터,영화진흥위원회 한국영화아카데미(KAFA),,K28777
기타스탭,장민준,조교,영화진흥위원회 한국영화아카데미(KAFA),,K28777
기타스탭,김효언,조교,영화진흥위원회 한국영화아카데미(KAFA),,K28777
기타스탭,안예주,조교,영화진흥위원회 한국영화아카데미(KAFA),,K28777
기타스탭,윤소민,(재)한국영화아카데미발전기금,영화진흥위원회 한국영화아카데미(KAFA),,K28777
기타스탭,박선하,(재)한국영화아카데미발전기금,영화진흥위원회 한국영화아카데미(KAFA),,K28777
기타스탭,안수현,배급책임,블루라벨픽쳐스,195673,K28777
기타스탭,현나영,공동배급,디스트릭 몽,35908,K28777
기타스탭,조동열,디지털배급총괄,kt alpha,213762,K28777
기타스탭,임예원,디지털배급진행,kt alpha,219440,K28777
기타스탭,강명우,디지털배급진행,kt alpha,213765,K28777
기타스탭,조가은,디지털배급진행,kt alpha,222803,K28777
기타스탭,채희승,해외배급책임,㈜스튜디오 보난자,39400,K28777
기타스탭,김훈,해외배급진행,㈜스튜디오 보난자,221285,K28777
